station,valid,tmpc
DTW,3/29/2018 3:53,4.39
DTW,3/29/2018 4:53,4.39
DTW,3/29/2018 5:53,5
DTW,3/29/2018 6:53,5
DTW,3/29/2018 7:53,5
DTW,3/29/2018 8:53,5
DTW,3/29/2018 9:53,5.61
DTW,3/29/2018 10:53,6.11
DTW,3/29/2018 11:53,6.11
DTW,3/29/2018 12:53,6.72
DTW,3/29/2018 13:53,7.22
DTW,3/29/2018 14:53,7.22
DTW,3/29/2018 15:53,7.22
DTW,3/29/2018 16:53,7.22
DTW,3/29/2018 17:53,6.72
DTW,3/29/2018 18:53,6.72
DTW,3/29/2018 19:53,6.72
DTW,3/29/2018 20:53,6.11
DTW,3/29/2018 21:53,6.11
DTW,3/29/2018 22:53,5.61
DTW,3/29/2018 23:53,5.61
DTW,3/30/2018 0:53,5.61
DTW,3/30/2018 1:53,5
DTW,3/30/2018 2:53,4.39
DTW,3/30/2018 3:53,3.89
DTW,3/30/2018 4:53,3.28
DTW,3/30/2018 5:53,1.72
DTW,3/30/2018 6:53,1.11
DTW,3/30/2018 7:53,0.61
DTW,3/30/2018 8:53,0.61
DTW,3/30/2018 9:53,1.11
DTW,3/30/2018 10:53,2.78
DTW,3/30/2018 11:53,2.78
DTW,3/30/2018 12:53,3.28
DTW,3/30/2018 13:53,5
DTW,3/30/2018 14:53,6.72
DTW,3/30/2018 15:53,6.72
DTW,3/30/2018 16:53,7.78
DTW,3/30/2018 17:53,7.78
DTW,3/30/2018 18:53,7.78
DTW,3/30/2018 19:53,6.11
DTW,3/30/2018 20:53,3.89
DTW,3/30/2018 21:53,2.78
DTW,3/30/2018 22:53,2.78
DTW,3/30/2018 23:53,2.22
DTW,3/31/2018 0:53,1.11
DTW,3/31/2018 1:53,0.61
DTW,3/31/2018 2:53,0
DTW,3/31/2018 3:53,-0.61
DTW,3/31/2018 4:53,0
DTW,3/31/2018 5:53,-0.61
DTW,3/31/2018 6:53,-0.61
DTW,3/31/2018 7:53,0.61
DTW,3/31/2018 8:53,3.28
DTW,3/31/2018 9:53,6.11
DTW,3/31/2018 10:53,7.78
DTW,3/31/2018 11:53,8.89
DTW,3/31/2018 12:53,8.89
DTW,3/31/2018 13:53,8.28
DTW,3/31/2018 14:53,7.78
DTW,3/31/2018 15:53,8.28
DTW,3/31/2018 16:53,8.89
DTW,3/31/2018 17:53,9.39
DTW,3/31/2018 18:53,10
DTW,3/31/2018 19:53,10.61
DTW,3/31/2018 20:53,9.39
DTW,3/31/2018 21:53,7.78
DTW,3/31/2018 22:53,3.89
DTW,3/31/2018 23:53,1.72
DTW,4/1/2018 0:53,1.72
DTW,4/1/2018 1:53,0.61
DTW,4/1/2018 2:53,-0.61
DTW,4/1/2018 3:53,-0.61
DTW,4/1/2018 4:53,-0.61
DTW,4/1/2018 5:53,-0.61
DTW,4/1/2018 6:53,-1.72
DTW,4/1/2018 7:53,-1.11
DTW,4/1/2018 8:53,-0.61
DTW,4/1/2018 9:53,0.61
DTW,4/1/2018 10:53,1.11
DTW,4/1/2018 11:53,2.78
DTW,4/1/2018 12:53,3.89
DTW,4/1/2018 13:53,5
DTW,4/1/2018 14:53,5.61
DTW,4/1/2018 15:53,5
DTW,4/1/2018 16:53,5
DTW,4/1/2018 17:53,4.39
DTW,4/1/2018 18:53,3.89
DTW,4/1/2018 19:53,3.28
DTW,4/1/2018 20:53,2.78
DTW,4/1/2018 21:53,2.22
DTW,4/1/2018 22:53,1.72
DTW,4/1/2018 23:53,0.61
DTW,4/2/2018 0:53,-0.61
DTW,4/2/2018 1:53,-1.72
DTW,4/2/2018 2:53,-2.78
DTW,4/2/2018 3:53,-3.28
DTW,4/2/2018 4:53,-3.28
DTW,4/2/2018 5:53,-3.89
DTW,4/2/2018 6:53,-4.39
DTW,4/2/2018 7:53,-3.89
DTW,4/2/2018 8:53,-1.72
DTW,4/2/2018 9:53,-0.61
DTW,4/2/2018 10:53,1.72
DTW,4/2/2018 11:53,2.22
DTW,4/2/2018 12:53,3.28
DTW,4/2/2018 13:53,5
DTW,4/2/2018 14:53,5
DTW,4/2/2018 15:53,4.39
DTW,4/2/2018 16:53,4.39
DTW,4/2/2018 17:53,4.39
DTW,4/2/2018 18:53,4.39
DTW,4/2/2018 19:53,3.89
DTW,4/2/2018 20:53,3.28
DTW,4/2/2018 21:53,3.28
DTW,4/2/2018 22:53,2.78
DTW,4/2/2018 23:53,2.22
DTW,4/3/2018 0:53,1.72
DTW,4/3/2018 1:53,2.22
DTW,4/3/2018 2:53,2.22
DTW,4/3/2018 3:53,2.22
DTW,4/3/2018 4:53,2.78
DTW,4/3/2018 5:53,2.78
DTW,4/3/2018 6:53,2.78
DTW,4/3/2018 7:53,2.78
DTW,4/3/2018 8:53,2.78
DTW,4/3/2018 9:53,3.28
DTW,4/3/2018 10:53,4.39
DTW,4/3/2018 11:53,5.61
DTW,4/3/2018 12:53,5
DTW,4/3/2018 13:53,4.39
DTW,4/3/2018 14:53,4.39
DTW,4/3/2018 15:53,3.89
DTW,4/3/2018 16:53,4.39
DTW,4/3/2018 17:53,3.89
DTW,4/3/2018 18:53,3.89
DTW,4/3/2018 19:53,3.89
DTW,4/3/2018 20:53,4.39
DTW,4/3/2018 21:53,4.39
DTW,4/3/2018 22:53,4.39
DTW,4/3/2018 23:53,3.89
DTW,4/4/2018 0:53,3.28
DTW,4/4/2018 1:53,3.28
DTW,4/4/2018 2:53,3.28
DTW,4/4/2018 3:53,3.28
DTW,4/4/2018 4:53,3.28
DTW,4/4/2018 5:53,3.28
DTW,4/4/2018 6:53,2.22
DTW,4/4/2018 7:53,2.78
DTW,4/4/2018 8:53,1.72
DTW,4/4/2018 9:53,1.11
DTW,4/4/2018 10:53,0.61
DTW,4/4/2018 11:53,2.22
DTW,4/4/2018 12:53,2.78
DTW,4/4/2018 13:53,1.72
DTW,4/4/2018 14:53,1.11
DTW,4/4/2018 15:53,0.61
DTW,4/4/2018 16:53,1.11
DTW,4/4/2018 17:53,0.61
DTW,4/4/2018 18:53,-0.61
DTW,4/4/2018 19:53,-0.61
DTW,4/4/2018 20:53,-0.61
DTW,4/4/2018 21:53,-1.11
DTW,4/4/2018 22:53,-1.11
DTW,4/4/2018 23:53,-1.72
DTW,4/5/2018 0:53,-2.22
DTW,4/5/2018 1:53,-2.22
DTW,4/5/2018 2:53,-1.72
DTW,4/5/2018 3:53,-1.72
DTW,4/5/2018 4:53,-1.72
DTW,4/5/2018 5:53,-1.72
DTW,4/5/2018 6:53,-2.22
DTW,4/5/2018 7:53,-1.72
DTW,4/5/2018 8:53,-0.61
DTW,4/5/2018 9:53,0
DTW,4/5/2018 10:53,1.72
DTW,4/5/2018 11:53,2.22
DTW,4/5/2018 12:53,3.28
DTW,4/5/2018 13:53,4.39
DTW,4/5/2018 14:53,5
DTW,4/5/2018 15:53,6.11
DTW,4/5/2018 16:53,6.72
DTW,4/5/2018 17:53,6.11
DTW,4/5/2018 18:53,5.61
DTW,4/5/2018 19:53,5
DTW,4/5/2018 20:53,4.39
DTW,4/5/2018 21:53,3.28
DTW,4/5/2018 22:53,3.28
DTW,4/5/2018 23:53,3.28
DTW,4/6/2018 0:53,2.78
DTW,4/6/2018 1:53,2.78
DTW,4/6/2018 2:53,1.72
DTW,4/6/2018 3:53,0.61
DTW,4/6/2018 4:53,0.61
DTW,4/6/2018 5:53,0.61
DTW,4/6/2018 6:53,1.11
DTW,4/6/2018 7:53,1.72
DTW,4/6/2018 8:53,2.22
DTW,4/6/2018 9:53,3.89
DTW,4/6/2018 10:53,5
DTW,4/6/2018 11:53,5
DTW,4/6/2018 12:53,6.72
DTW,4/6/2018 13:53,6.11
DTW,4/6/2018 14:53,6.11
DTW,4/6/2018 15:53,3.89
DTW,4/6/2018 16:53,3.28
DTW,4/6/2018 17:53,2.22
DTW,4/6/2018 18:53,1.72
DTW,4/6/2018 19:53,0.61
DTW,4/6/2018 20:53,0
DTW,4/6/2018 21:53,-1.72
DTW,4/6/2018 22:53,-1.72
DTW,4/6/2018 23:53,-2.22
DTW,4/7/2018 0:53,-2.78
DTW,4/7/2018 1:53,-2.78
DTW,4/7/2018 2:53,-3.28
DTW,4/7/2018 3:53,-4.39
DTW,4/7/2018 4:53,-4.39
DTW,4/7/2018 5:53,-4.39
DTW,4/7/2018 6:53,-5.61
DTW,4/7/2018 7:53,-3.89
DTW,4/7/2018 8:53,-2.78
DTW,4/7/2018 9:53,-1.11
DTW,4/7/2018 10:53,-0.61
DTW,4/7/2018 11:53,0.61
DTW,4/7/2018 12:53,2.78
DTW,4/7/2018 13:53,3.28
DTW,4/7/2018 14:53,3.28
DTW,4/7/2018 15:53,3.28
DTW,4/7/2018 16:53,2.78
DTW,4/7/2018 17:53,3.28
DTW,4/7/2018 18:53,1.72
DTW,4/7/2018 19:53,1.11
DTW,4/7/2018 20:53,-0.61
DTW,4/7/2018 21:53,-1.72
DTW,4/7/2018 22:53,-2.22
DTW,4/7/2018 23:53,-3.28
DTW,4/8/2018 0:53,-3.89
DTW,4/8/2018 1:53,-3.28
DTW,4/8/2018 2:53,-2.78
DTW,4/8/2018 3:53,-3.28
DTW,4/8/2018 4:53,-5
DTW,4/8/2018 5:53,-5.61
DTW,4/8/2018 6:53,-5.61
DTW,4/8/2018 7:53,-4.39
DTW,4/8/2018 8:53,-3.28
DTW,4/8/2018 9:53,-1.11
DTW,4/8/2018 10:53,0
DTW,4/8/2018 11:53,0.61
DTW,4/8/2018 12:53,2.78
DTW,4/8/2018 13:53,3.28
DTW,4/8/2018 14:53,2.78
DTW,4/8/2018 15:53,3.28
DTW,4/8/2018 16:53,5
DTW,4/8/2018 17:53,5.61
DTW,4/8/2018 18:53,3.89
DTW,4/8/2018 19:53,2.22
DTW,4/8/2018 20:53,1.72
DTW,4/8/2018 21:53,0.61
DTW,4/8/2018 22:53,1.11
DTW,4/8/2018 23:53,1.11
DTW,4/9/2018 0:53,0.61
DTW,4/9/2018 1:53,0.61
DTW,4/9/2018 2:53,0.61
DTW,4/9/2018 3:53,0
DTW,4/9/2018 4:53,0
DTW,4/9/2018 5:53,0
DTW,4/9/2018 6:53,0
DTW,4/9/2018 7:53,0
DTW,4/9/2018 8:53,0.61
DTW,4/9/2018 9:53,1.11
DTW,4/9/2018 10:53,0.61
DTW,4/9/2018 11:53,1.11
DTW,4/9/2018 12:53,1.11
DTW,4/9/2018 13:53,1.72
DTW,4/9/2018 14:53,2.78
DTW,4/9/2018 15:53,4.39
DTW,4/9/2018 16:53,2.22
DTW,4/9/2018 17:53,0.61
DTW,4/9/2018 18:53,1.11
DTW,4/9/2018 19:53,1.11
DTW,4/9/2018 20:53,0.61
DTW,4/9/2018 21:53,0
DTW,4/9/2018 22:53,0.61
DTW,4/9/2018 23:53,-0.61
DTW,4/10/2018 0:53,0.61
DTW,4/10/2018 1:53,-0.61
DTW,4/10/2018 2:53,-0.61
DTW,4/10/2018 3:53,0
DTW,4/10/2018 4:53,0.61
DTW,4/10/2018 5:53,0.61
DTW,4/10/2018 6:53,-0.61
DTW,4/10/2018 7:53,0
DTW,4/10/2018 8:53,0.61
DTW,4/10/2018 9:53,2.22
DTW,4/10/2018 10:53,3.89
DTW,4/10/2018 11:53,5.61
DTW,4/10/2018 12:53,6.11
DTW,4/10/2018 13:53,5.61
DTW,4/10/2018 14:53,6.72
DTW,4/10/2018 15:53,7.78
DTW,4/10/2018 16:53,7.22
DTW,4/10/2018 17:53,7.22
DTW,4/10/2018 18:53,6.72
DTW,4/10/2018 19:53,5.61
DTW,4/10/2018 20:53,4.39
DTW,4/10/2018 21:53,3.28
DTW,4/10/2018 22:53,2.22
DTW,4/11/2018 1:53,1.72
DTW,4/11/2018 2:53,2.22
DTW,4/11/2018 3:53,2.78
DTW,4/11/2018 4:53,2.78
DTW,4/11/2018 5:53,2.78
DTW,4/11/2018 6:53,2.78
DTW,4/11/2018 7:53,2.78
DTW,4/11/2018 8:53,2.78
DTW,4/11/2018 9:53,3.28
DTW,4/11/2018 10:53,5
DTW,4/11/2018 11:53,8.28
DTW,4/11/2018 12:53,10.61
DTW,4/11/2018 13:53,11.11
DTW,4/11/2018 14:53,11.72
DTW,4/11/2018 15:53,11.72
DTW,4/11/2018 16:53,12.78
DTW,4/11/2018 17:53,14.39
DTW,4/11/2018 18:53,13.89
DTW,4/11/2018 19:53,13.28
DTW,4/11/2018 20:53,12.22
DTW,4/11/2018 21:53,11.72
DTW,4/11/2018 22:53,9.39
DTW,4/11/2018 23:53,7.78
DTW,4/12/2018 0:53,7.22
DTW,4/12/2018 1:53,7.22
DTW,4/12/2018 2:53,6.72
DTW,4/12/2018 3:53,6.72
DTW,4/12/2018 4:53,5.61
DTW,4/12/2018 5:53,5.61
DTW,4/12/2018 6:53,6.72
DTW,4/12/2018 7:53,8.28
DTW,4/12/2018 8:53,10
DTW,4/12/2018 9:53,11.72
DTW,4/12/2018 10:53,14.39
DTW,4/12/2018 11:53,16.72
DTW,4/12/2018 12:53,20.61
DTW,4/12/2018 13:53,21.72
DTW,4/12/2018 14:53,23.89
DTW,4/12/2018 15:53,23.89
DTW,4/12/2018 16:53,23.28
DTW,4/12/2018 17:53,22.78
DTW,4/12/2018 18:53,21.72
DTW,4/12/2018 19:53,19.39
DTW,4/12/2018 20:53,16.72
DTW,4/12/2018 21:53,16.11
DTW,4/12/2018 22:53,15
DTW,4/12/2018 23:53,14.39
DTW,4/13/2018 0:53,8.28
DTW,4/13/2018 1:53,7.22
DTW,4/13/2018 2:53,6.72
DTW,4/13/2018 3:53,6.11
DTW,4/13/2018 4:53,5
DTW,4/13/2018 5:53,4.39
DTW,4/13/2018 6:53,4.39
DTW,4/13/2018 7:53,4.39
DTW,4/13/2018 8:53,5.61
DTW,4/13/2018 9:53,8.28
DTW,4/13/2018 10:53,10
DTW,4/13/2018 11:53,11.72
DTW,4/13/2018 12:53,13.89
DTW,4/13/2018 13:53,15
DTW,4/13/2018 14:53,15
DTW,4/13/2018 15:53,13.89
DTW,4/13/2018 16:53,15
DTW,4/13/2018 17:53,14.39
DTW,4/13/2018 18:53,12.78
DTW,4/13/2018 19:53,11.11
DTW,4/13/2018 20:53,10
DTW,4/13/2018 21:53,9.39
DTW,4/13/2018 22:53,7.78
DTW,4/13/2018 23:53,7.22
DTW,4/14/2018 0:53,7.22
DTW,4/14/2018 1:53,7.22
DTW,4/14/2018 2:53,6.72
DTW,4/14/2018 3:53,6.11
DTW,4/14/2018 4:53,6.11
DTW,4/14/2018 5:53,5.61
DTW,4/14/2018 6:53,5
DTW,4/14/2018 7:53,5
DTW,4/14/2018 8:53,5
DTW,4/14/2018 9:53,5
DTW,4/14/2018 10:53,5
DTW,4/14/2018 11:53,5
DTW,4/14/2018 12:53,4.39
DTW,4/14/2018 13:53,3.89
DTW,4/14/2018 14:53,3.28
DTW,4/14/2018 15:53,2.78
DTW,4/14/2018 16:53,2.78
DTW,4/14/2018 17:53,2.22
DTW,4/14/2018 18:53,2.22
DTW,4/14/2018 19:53,2.22
DTW,4/14/2018 20:53,1.72
DTW,4/14/2018 21:53,1.11
DTW,4/14/2018 22:53,1.11
DTW,4/14/2018 23:53,0.61
DTW,4/15/2018 0:53,0
DTW,4/15/2018 1:53,0
DTW,4/15/2018 2:53,0
DTW,4/15/2018 3:53,0
DTW,4/15/2018 4:53,0
DTW,4/15/2018 5:53,0
DTW,4/15/2018 6:53,0.61
DTW,4/15/2018 7:53,0.61
DTW,4/15/2018 8:53,0.61
DTW,4/15/2018 9:53,1.11
DTW,4/15/2018 10:53,1.11
DTW,4/15/2018 11:53,1.72
DTW,4/15/2018 12:53,2.22
DTW,4/15/2018 13:53,3.28
DTW,4/15/2018 14:53,3.89
DTW,4/15/2018 15:53,4.39
DTW,4/15/2018 16:53,5
DTW,4/15/2018 17:53,5
DTW,4/15/2018 18:53,5
DTW,4/15/2018 19:53,5
DTW,4/15/2018 20:53,5
DTW,4/15/2018 21:53,3.28
DTW,4/15/2018 22:53,3.28
DTW,4/15/2018 23:53,3.28
DTW,4/16/2018 0:53,3.28
DTW,4/16/2018 1:53,3.28
DTW,4/16/2018 2:53,3.28
DTW,4/16/2018 3:53,3.28
DTW,4/16/2018 4:53,2.78
DTW,4/16/2018 5:53,3.28
DTW,4/16/2018 6:53,3.28
DTW,4/16/2018 7:53,3.28
DTW,4/16/2018 8:53,2.78
DTW,4/16/2018 9:53,2.22
DTW,4/16/2018 10:53,2.78
DTW,4/16/2018 11:53,2.78
DTW,4/16/2018 12:53,2.78
DTW,4/16/2018 13:53,2.78
DTW,4/16/2018 14:53,3.28
DTW,4/16/2018 15:53,2.78
DTW,4/16/2018 16:53,3.28
DTW,4/16/2018 17:53,2.78
DTW,4/16/2018 18:53,2.78
DTW,4/16/2018 19:53,2.22
DTW,4/16/2018 20:53,1.72
DTW,4/16/2018 21:53,1.11
DTW,4/16/2018 22:53,0.61
DTW,4/16/2018 23:53,0.61
DTW,4/17/2018 0:53,0
DTW,4/17/2018 1:53,0.61
DTW,4/17/2018 2:53,0.61
DTW,4/17/2018 3:53,0.61
DTW,4/17/2018 4:53,0.61
DTW,4/17/2018 5:53,-0.61
DTW,4/17/2018 6:53,-0.61
DTW,4/17/2018 7:53,-0.61
DTW,4/17/2018 8:53,-1.11
DTW,4/17/2018 9:53,-1.72
DTW,4/17/2018 10:53,0
DTW,4/17/2018 11:53,0.61
DTW,4/17/2018 12:53,0.61
DTW,4/17/2018 13:53,1.72
DTW,4/17/2018 14:53,2.22
DTW,4/17/2018 15:53,2.22
DTW,4/17/2018 16:53,2.22
DTW,4/17/2018 17:53,3.28
DTW,4/17/2018 18:53,2.78
DTW,4/17/2018 19:53,2.22
DTW,4/17/2018 20:53,1.72
DTW,4/17/2018 21:53,1.72
DTW,4/17/2018 22:53,1.11
DTW,4/17/2018 23:53,1.11
DTW,4/18/2018 0:53,1.11
DTW,4/18/2018 1:53,1.11
DTW,4/18/2018 2:53,1.11
DTW,4/18/2018 3:53,1.11
DTW,4/18/2018 4:53,0.61
DTW,4/18/2018 5:53,0.61
DTW,4/18/2018 6:53,0.61
DTW,4/18/2018 7:53,0.61
DTW,4/18/2018 8:53,0.61
DTW,4/18/2018 9:53,1.11
DTW,4/18/2018 10:53,1.72
DTW,4/18/2018 11:53,2.22
DTW,4/18/2018 12:53,2.22
DTW,4/18/2018 13:53,4.39
DTW,4/18/2018 14:53,6.11
DTW,4/18/2018 15:53,6.72
DTW,4/18/2018 16:53,6.72
DTW,4/18/2018 17:53,5.61
DTW,4/18/2018 18:53,3.89
DTW,4/18/2018 19:53,3.28
DTW,4/18/2018 20:53,3.28
DTW,4/18/2018 21:53,2.78
DTW,4/18/2018 22:53,2.22
DTW,4/18/2018 23:53,1.72
DTW,4/19/2018 0:53,1.72
DTW,4/19/2018 1:53,1.72
DTW,4/19/2018 2:53,1.72
DTW,4/19/2018 3:53,1.72
DTW,4/19/2018 4:53,1.72
DTW,4/19/2018 5:53,1.72
DTW,4/19/2018 6:53,1.72
DTW,4/19/2018 7:53,2.78
DTW,4/19/2018 8:53,3.89
DTW,4/19/2018 9:53,5
DTW,4/19/2018 10:53,6.11
DTW,4/19/2018 11:53,7.78
DTW,4/19/2018 12:53,8.89
DTW,4/19/2018 13:53,10
DTW,4/19/2018 14:53,11.11
DTW,4/19/2018 15:53,11.72
DTW,4/19/2018 16:53,12.78
DTW,4/19/2018 17:53,12.78
DTW,4/19/2018 18:53,11.72
DTW,4/19/2018 19:53,10.61
DTW,4/19/2018 20:53,5.61
DTW,4/19/2018 21:53,3.89
DTW,4/19/2018 22:53,2.78
DTW,4/19/2018 23:53,1.72
DTW,4/20/2018 0:53,2.22
DTW,4/20/2018 1:53,1.72
DTW,4/20/2018 2:53,1.11
DTW,4/20/2018 3:53,1.72
DTW,4/20/2018 4:53,0.61
DTW,4/20/2018 5:53,0.61
DTW,4/20/2018 6:53,0.61
DTW,4/20/2018 7:53,2.22
DTW,4/20/2018 8:53,4.39
DTW,4/20/2018 9:53,6.72
DTW,4/20/2018 10:53,7.78
DTW,4/20/2018 11:53,10
DTW,4/20/2018 12:53,11.72
DTW,4/20/2018 13:53,12.22
DTW,4/20/2018 14:53,13.28
DTW,4/20/2018 15:53,14.39
DTW,4/20/2018 16:53,14.39
DTW,4/20/2018 17:53,14.39
DTW,4/20/2018 18:53,12.22
DTW,4/20/2018 19:53,10.61
DTW,4/20/2018 20:53,8.89
DTW,4/20/2018 21:53,7.78
DTW,4/20/2018 22:53,7.22
DTW,4/20/2018 23:53,6.11
DTW,4/21/2018 0:53,5.61
DTW,4/21/2018 1:53,4.39
DTW,4/21/2018 2:53,3.28
DTW,4/21/2018 3:53,2.78
DTW,4/21/2018 4:53,2.22
DTW,4/21/2018 5:53,2.22
DTW,4/21/2018 6:53,2.22
DTW,4/21/2018 7:53,3.28
DTW,4/21/2018 8:53,5.61
DTW,4/21/2018 9:53,7.78
DTW,4/21/2018 10:53,9.39
DTW,4/21/2018 11:53,10
DTW,4/21/2018 12:53,10.61
DTW,4/21/2018 13:53,11.72
DTW,4/21/2018 14:53,12.22
DTW,4/21/2018 15:53,13.28
DTW,4/21/2018 16:53,13.28
DTW,4/21/2018 17:53,13.28
DTW,4/21/2018 18:53,11.72
DTW,4/21/2018 19:53,10
DTW,4/21/2018 20:53,7.78
DTW,4/21/2018 21:53,6.72
DTW,4/21/2018 22:53,6.11
DTW,4/21/2018 23:53,5.61
DTW,4/22/2018 0:53,4.39
DTW,4/22/2018 1:53,4.39
DTW,4/22/2018 2:53,3.89
DTW,4/22/2018 3:53,2.78
DTW,4/22/2018 4:53,2.78
DTW,4/22/2018 5:53,2.22
DTW,4/22/2018 6:53,2.22
DTW,4/22/2018 7:53,4.39
DTW,4/22/2018 8:53,8.28
DTW,4/22/2018 9:53,11.11
DTW,4/22/2018 10:53,12.22
DTW,4/22/2018 11:53,13.89
DTW,4/22/2018 12:53,14.39
DTW,4/22/2018 13:53,15
DTW,4/22/2018 14:53,15.61
DTW,4/22/2018 15:53,16.11
DTW,4/22/2018 16:53,16.72
DTW,4/22/2018 17:53,16.72
DTW,4/22/2018 18:53,15.61
DTW,4/22/2018 19:53,14.39
DTW,4/22/2018 20:53,12.78
DTW,4/22/2018 21:53,11.72
DTW,4/22/2018 22:53,10.61
DTW,4/22/2018 23:53,8.89
DTW,4/23/2018 0:53,7.78
DTW,4/23/2018 1:53,6.72
DTW,4/23/2018 2:53,6.11
DTW,4/23/2018 3:53,5.61
DTW,4/23/2018 4:53,7.78
DTW,4/23/2018 5:53,7.22
DTW,4/23/2018 6:53,5.61
DTW,4/23/2018 7:53,7.78
DTW,4/23/2018 8:53,11.72
DTW,4/23/2018 9:53,13.89
DTW,4/23/2018 10:53,15.61
DTW,4/23/2018 11:53,17.22
DTW,4/23/2018 12:53,18.89
DTW,4/23/2018 13:53,20
DTW,4/23/2018 14:53,21.72
DTW,4/23/2018 15:53,21.72
DTW,4/23/2018 16:53,22.22
DTW,4/23/2018 17:53,21.11
DTW,4/23/2018 18:53,20.61
DTW,4/23/2018 19:53,18.89
DTW,4/23/2018 20:53,13.28
DTW,4/23/2018 21:53,12.22
DTW,4/23/2018 22:53,12.78
DTW,4/23/2018 23:53,12.78
DTW,4/24/2018 0:53,12.78
DTW,4/24/2018 1:53,13.28
DTW,4/24/2018 2:53,12.78
DTW,4/24/2018 3:53,12.78
DTW,4/24/2018 4:53,13.28
DTW,4/24/2018 5:53,11.72
DTW,4/24/2018 6:53,11.72
DTW,4/24/2018 7:53,11.72
DTW,4/24/2018 8:53,12.22
DTW,4/24/2018 9:53,13.28
DTW,4/24/2018 10:53,13.89
DTW,4/24/2018 11:53,12.22
DTW,4/24/2018 12:53,12.22
DTW,4/24/2018 13:53,12.22
DTW,4/24/2018 14:53,12.78
DTW,4/24/2018 15:53,12.22
DTW,4/24/2018 16:53,11.72
DTW,4/24/2018 17:53,11.72
DTW,4/24/2018 18:53,11.72
DTW,4/24/2018 19:53,11.11
DTW,4/24/2018 20:53,11.11
DTW,4/24/2018 21:53,11.11
DTW,4/24/2018 22:53,11.11
DTW,4/24/2018 23:53,11.11
DTW,4/25/2018 0:53,10.61
DTW,4/25/2018 1:53,10.61
DTW,4/25/2018 2:53,10.61
DTW,4/25/2018 3:53,10.61
DTW,4/25/2018 4:53,10.61
DTW,4/25/2018 5:53,10.61
DTW,4/25/2018 6:53,11.11
DTW,4/25/2018 7:53,11.11
DTW,4/25/2018 8:53,11.11
DTW,4/25/2018 9:53,10
DTW,4/25/2018 10:53,10.61
DTW,4/25/2018 11:53,12.22
DTW,4/25/2018 12:53,15
DTW,4/25/2018 13:53,15.61
DTW,4/25/2018 14:53,15
DTW,4/25/2018 15:53,15.61
DTW,4/25/2018 16:53,16.11
DTW,4/25/2018 17:53,14.39
DTW,4/25/2018 18:53,13.89
DTW,4/25/2018 19:53,12.22
DTW,4/25/2018 20:53,11.11
DTW,4/25/2018 21:53,9.39
DTW,4/25/2018 22:53,8.28
DTW,4/25/2018 23:53,7.22
DTW,4/26/2018 0:53,6.11
DTW,4/26/2018 1:53,5.61
DTW,4/26/2018 2:53,4.39
DTW,4/26/2018 3:53,4.39
DTW,4/26/2018 4:53,4.39
DTW,4/26/2018 5:53,3.89
DTW,4/26/2018 6:53,4.39
DTW,4/26/2018 7:53,6.11
DTW,4/26/2018 8:53,7.78
DTW,4/26/2018 9:53,9.39
DTW,4/26/2018 10:53,11.11
DTW,4/26/2018 11:53,12.22
DTW,4/26/2018 12:53,12.78
DTW,4/26/2018 13:53,15.61
DTW,4/26/2018 14:53,16.11
DTW,4/26/2018 15:53,16.72
DTW,4/26/2018 16:53,17.22
DTW,4/26/2018 17:53,17.78
DTW,4/26/2018 18:53,16.11
DTW,4/26/2018 19:53,14.39
DTW,4/26/2018 20:53,12.78
DTW,4/26/2018 21:53,10
DTW,4/26/2018 22:53,10
DTW,4/26/2018 23:53,8.89
DTW,4/27/2018 0:53,8.89
DTW,4/27/2018 1:53,7.78
DTW,4/27/2018 2:53,6.72
DTW,4/27/2018 3:53,6.72
DTW,4/27/2018 4:53,6.72
DTW,4/27/2018 5:53,6.72
DTW,4/27/2018 6:53,6.72
DTW,4/27/2018 7:53,7.78
DTW,4/27/2018 8:53,10
DTW,4/27/2018 9:53,12.22
DTW,4/27/2018 10:53,16.11
DTW,4/27/2018 11:53,17.22
DTW,4/27/2018 12:53,18.89
DTW,4/27/2018 13:53,17.78
DTW,4/27/2018 14:53,17.78
DTW,4/27/2018 15:53,19.39
DTW,4/27/2018 16:53,18.28
DTW,4/27/2018 17:53,18.28
DTW,4/27/2018 18:53,16.11
DTW,4/27/2018 19:53,14.39
DTW,4/27/2018 20:53,12.78
DTW,4/27/2018 21:53,11.72
DTW,4/27/2018 22:53,10
DTW,4/27/2018 23:53,8.89
DTW,4/28/2018 0:53,7.78
DTW,4/28/2018 1:53,6.72
DTW,4/28/2018 2:53,6.11
DTW,4/28/2018 3:53,5
DTW,4/28/2018 4:53,3.89
DTW,4/28/2018 5:53,4.39
DTW,4/28/2018 6:53,4.39
DTW,4/28/2018 7:53,4.39
DTW,4/28/2018 8:53,5
DTW,4/28/2018 9:53,5.61
DTW,4/28/2018 10:53,5.61
DTW,4/28/2018 11:53,6.11
DTW,4/28/2018 12:53,6.11
DTW,4/28/2018 13:53,6.72
DTW,4/28/2018 14:53,8.28
DTW,4/28/2018 15:53,9.39
DTW,4/28/2018 16:53,10
DTW,4/28/2018 17:53,11.11
DTW,4/28/2018 18:53,11.11
DTW,4/28/2018 19:53,8.28
DTW,4/28/2018 20:53,5.61
DTW,4/28/2018 21:53,4.39
DTW,4/28/2018 22:53,3.28
DTW,4/28/2018 23:53,2.78
DTW,4/29/2018 0:53,2.78
